# R (a.u.)            X(1)1Sigma+         A(2)1Sigma+         (3)1Sigma+          (4)1Sigma+          (5)1Sigma+          (6)1Sigma+          (7)1Sigma+          (1)1Pi              (2)1Pi              (3)1Pi              (4)1Pi              (5)1Pi              b(1)3Pi
  0.183771921938E+02 -0.563203567310E+02 -0.671191389089E+03 -0.210256923147E+03 -0.474923069709E+03 -0.231818383323E+04 -0.203017702768E+04 -0.105498325955E+04 -0.151368566022E+03 -0.772731777782E+00 -0.610181446229E+02 -0.170713088332E+03 -0.310484738386E+03 -0.211096817668E+03
  0.184190832794E+02 -0.553536976054E+02 -0.661351811798E+03 -0.203930281297E+03 -0.467372700938E+03 -0.231456655019E+04 -0.201536512457E+04 -0.105646033172E+04 -0.149634487928E+03 -0.551749350411E+00 -0.603343723866E+02 -0.168688189032E+03 -0.305435208726E+03 -0.207719814191E+03
  0.184610115761E+02 -0.544083085728E+02 -0.651653610229E+03 -0.197747040108E+03 -0.459864148641E+03 -0.231074832668E+04 -0.200046450774E+04 -0.105795098226E+04 -0.147920124234E+03 -0.339513040680E+00 -0.596594491395E+02 -0.166690554737E+03 -0.300505403717E+03 -0.204399624990E+03
  0.185029787800E+02 -0.534567273090E+02 -0.642097050978E+03 -0.191704729605E+03 -0.452399324076E+03 -0.230672920210E+04 -0.198547681931E+04 -0.105945429480E+04 -0.146225113888E+03 -0.135788963353E+00 -0.589932042012E+02 -0.164719599666E+03 -0.295691772484E+03 -0.201135917143E+03
  0.185449862204E+02 -0.525488804500E+02 -0.632683771862E+03 -0.185800942373E+03 -0.444980198203E+03 -0.230250925310E+04 -0.197040383189E+04 -0.106096935308E+04 -0.144549097706E+03  0.596300765541E-01 -0.583354457792E+02 -0.162774782109E+03 -0.290990858392E+03 -0.197928613818E+03
  0.185870349529E+02 -0.516561185509E+02 -0.623408830957E+03 -0.180033311621E+03 -0.437608808484E+03 -0.229808856459E+04 -0.195524742194E+04 -0.106249522648E+04 -0.142891724675E+03  0.246913407513E+00 -0.576859125015E+02 -0.160855666080E+03 -0.286399410557E+03 -0.194776151460E+03
  0.186291260769E+02 -0.507841012364E+02 -0.614268278384E+03 -0.174399463882E+03 -0.430287202682E+03 -0.229346720079E+04 -0.194000945747E+04 -0.106403098108E+04 -0.141252665429E+03  0.426237305808E+00 -0.570443464089E+02 -0.158961829027E+03 -0.281914222267E+03 -0.191677012461E+03
  0.186712608019E+02 -0.499143874969E+02 -0.605261790353E+03 -0.168897010485E+03 -0.423017428341E+03 -0.228864519660E+04 -0.192469177413E+04 -0.106557568183E+04 -0.139631842321E+03  0.597927407542E+00 -0.564106967073E+02 -0.157092806553E+03 -0.277532286450E+03 -0.188630240539E+03
  0.187134404500E+02 -0.490626512134E+02 -0.596388030413E+03 -0.163523548298E+03 -0.415801533769E+03 -0.228362255488E+04 -0.190929617425E+04 -0.106712839247E+04 -0.138029326538E+03  0.762398505354E+00 -0.557850356862E+02 -0.155248107679E+03 -0.273250709997E+03 -0.185634789562E+03
  0.187556664586E+02 -0.482404566918E+02 -0.587644637894E+03 -0.158276660400E+03 -0.408641569135E+03 -0.227839924381E+04 -0.189382442584E+04 -0.106868817536E+04 -0.136444972456E+03  0.919917643583E+00 -0.551672735120E+02 -0.153427280587E+03 -0.269066568018E+03 -0.182689620927E+03
  0.187979403829E+02 -0.474311802711E+02 -0.579028805223E+03 -0.153153916666E+03 -0.401539587631E+03 -0.227297519390E+04 -0.187827826161E+04 -0.107025409134E+04 -0.134878280324E+03  0.107050885940E+01 -0.545570547287E+02 -0.151629940561E+03 -0.264976892122E+03 -0.179794235054E+03
  0.188402638990E+02 -0.466387462122E+02 -0.570538128916E+03 -0.148152874270E+03 -0.394497646731E+03 -0.226735029523E+04 -0.186265937803E+04 -0.107182519949E+04 -0.133328798496E+03  0.121422887063E+01 -0.539540685726E+02 -0.149855692319E+03 -0.260978768112E+03 -0.176947824459E+03
  0.188826388070E+02 -0.458412076031E+02 -0.562171399175E+03 -0.143271078111E+03 -0.387517809541E+03 -0.226152439447E+04 -0.184696943435E+04 -0.107340055686E+04 -0.131796464908E+03  0.135139055309E+01 -0.533583340170E+02 -0.148104075682E+03 -0.257069609198E+03 -0.174148547256E+03
  0.189250670347E+02 -0.450800984378E+02 -0.553926733779E+03 -0.138506072281E+03 -0.380602110651E+03 -0.225549732028E+04 -0.183121005346E+04 -0.107497923328E+04 -0.130281313330E+03  0.148237198854E+01 -0.527699511570E+02 -0.146374611371E+03 -0.253246909235E+03 -0.171395499674E+03
  0.189675506408E+02 -0.443305825755E+02 -0.545801472641E+03 -0.133855562594E+03 -0.373752039352E+03 -0.224926929784E+04 -0.181538284707E+04 -0.107656052965E+04 -0.128783116703E+03  0.160738672315E+01 -0.521887879236E+02 -0.144666860415E+03 -0.249508082629E+03 -0.168688757214E+03
  0.190100918192E+02 -0.435984021876E+02 -0.537793957014E+03 -0.129317381779E+03 -0.366968653116E+03 -0.224284085556E+04 -0.179948940889E+04 -0.107814393053E+04 -0.127301440419E+03  0.172651790880E+01 -0.516145276414E+02 -0.142980415247E+03 -0.245850478165E+03 -0.166026858649E+03
  0.190526929031E+02 -0.428654569584E+02 -0.529902964482E+03 -0.124889349527E+03 -0.360253053804E+03 -0.223621247922E+04 -0.178353126580E+04 -0.107972890751E+04 -0.125835940771E+03  0.183990842039E+01 -0.510469277743E+02 -0.141314882432E+03 -0.242271567708E+03 -0.163408108655E+03
  0.190953563225E+02 -0.421513463220E+02 -0.522126880620E+03 -0.120569265380E+03 -0.353606462289E+03 -0.222938460403E+04 -0.176750986630E+04 -0.108131489355E+04 -0.124386475420E+03  0.194782929553E+01 -0.504859094286E+02 -0.139669900859E+03 -0.238769095078E+03 -0.160833076350E+03
  0.191380845128E+02 -0.414586829761E+02 -0.514463519666E+03 -0.116354931700E+03 -0.347030141053E+03 -0.222235763345E+04 -0.175142666322E+04 -0.108290131135E+04 -0.122952929338E+03  0.205056818156E+01 -0.499314145504E+02 -0.138045115485E+03 -0.235340835695E+03 -0.158301512238E+03
  0.191808799048E+02 -0.407774314877E+02 -0.506909860058E+03 -0.112244155264E+03 -0.340525383915E+03 -0.221513194241E+04 -0.173528312556E+04 -0.108448757694E+04 -0.121535190880E+03  0.214841425107E+01 -0.493833863410E+02 -0.136440173460E+03 -0.231984562289E+03 -0.155810799613E+03
  0.192237449252E+02 -0.401073790825E+02 -0.499463472745E+03 -0.108234750097E+03 -0.334093500677E+03 -0.220770788787E+04 -0.171908073904E+04 -0.108607310084E+04 -0.120133140613E+03  0.224164318056E+01 -0.488417652585E+02 -0.134854722287E+03 -0.228698052550E+03 -0.153359929850E+03
  0.192666819975E+02 -0.394358678570E+02 -0.492122704209E+03 -0.104324610652E+03 -0.327735542802E+03 -0.220008597867E+04 -0.170282099543E+04 -0.108765731382E+04 -0.118746461270E+03  0.233025657916E+01 -0.483064211776E+02 -0.133288382050E+03 -0.225479244630E+03 -0.150949389761E+03
  0.193096935426E+02 -0.387934473457E+02 -0.484887088979E+03 -0.100511700522E+03 -0.321452338452E+03 -0.219226685492E+04 -0.168650539537E+04 -0.108923966332E+04 -0.117374662725E+03  0.241401652197E+01 -0.477771621617E+02 -0.131740748843E+03 -0.222326215956E+03 -0.148578246763E+03
  0.193527819795E+02 -0.381623428629E+02 -0.477756173805E+03 -0.967939169501E+02 -0.315244718009E+03 -0.218425113450E+04 -0.167013547109E+04 -0.109081960371E+04 -0.116017451637E+03  0.249294526704E+01 -0.472538461102E+02 -0.130211452788E+03 -0.219237032840E+03 -0.146245150990E+03
  0.193959497256E+02 -0.375295159623E+02 -0.470727695679E+03 -0.931690118936E+02 -0.309113503695E+03 -0.217603940229E+04 -0.165371279998E+04 -0.109239661010E+04 -0.114674960302E+03  0.256763089598E+01 -0.467364400634E+02 -0.128700196140E+03 -0.216209732593E+03 -0.143949634090E+03
  0.194391991977E+02 -0.369155483737E+02 -0.463798904431E+03 -0.896348302498E+02 -0.303059510578E+03 -0.216763226652E+04 -0.163723896460E+04 -0.109397016739E+04 -0.113347280358E+03  0.263860374167E+01 -0.462248997744E+02 -0.127206682725E+03 -0.213242389605E+03 -0.141691140434E+03
  0.194825328121E+02 -0.363173423474E+02 -0.456966980509E+03 -0.861898289145E+02 -0.297083417317E+03 -0.215903055500E+04 -0.162071545664E+04 -0.109553982701E+04 -0.112033980743E+03  0.270568471570E+01 -0.457190430998E+02 -0.125730571402E+03 -0.210333324544E+03 -0.139468667006E+03
  0.195259529853E+02 -0.357296432144E+02 -0.450230841038E+03 -0.828326343108E+02 -0.291185867273E+03 -0.215023515734E+04 -0.160414376411E+04 -0.109710515627E+04 -0.110734485730E+03  0.276849609402E+01 -0.452186516691E+02 -0.124271512774E+03 -0.207480934567E+03 -0.137281692040E+03
  0.195694621353E+02 -0.351483635391E+02 -0.443590769127E+03 -0.795613370899E+02 -0.285367415406E+03 -0.214124691293E+04 -0.158752554353E+04 -0.109866569316E+04 -0.109448694251E+03  0.282727744336E+01 -0.447236648703E+02 -0.122829258185E+03 -0.204683594510E+03 -0.135130065865E+03
  0.196130627022E+02 -0.345698518099E+02 -0.437045672001E+03 -0.763736066795E+02 -0.279628548940E+03 -0.213206661728E+04 -0.157086258193E+04 -0.110022095143E+04 -0.108176874553E+03  0.288274947542E+01 -0.442341449056E+02 -0.121403636635E+03 -0.201939658649E+03 -0.133012934506E+03
  0.196567571650E+02 -0.340144934022E+02 -0.430593416181E+03 -0.732674200598E+02 -0.273969678437E+03 -0.212269516789E+04 -0.155415654382E+04 -0.110177043877E+04 -0.106918994240E+03  0.293524323885E+01 -0.437500649612E+02 -0.119994396936E+03 -0.199247542198E+03 -0.130929170312E+03
  0.197005480432E+02 -0.334662337263E+02 -0.424230510642E+03 -0.702413106245E+02 -0.268391072981E+03 -0.211313365263E+04 -0.153740886620E+04 -0.110331365813E+04 -0.105674484186E+03  0.298439352005E+01 -0.432712386806E+02 -0.118601146121E+03 -0.196605773006E+03 -0.128877855837E+03
  0.197444378994E+02 -0.329292905045E+02 -0.417955257059E+03 -0.672937920085E+02 -0.262893009972E+03 -0.210338312350E+04 -0.152062102905E+04 -0.110485013575E+04 -0.104442854713E+03  0.302992064431E+01 -0.427974936956E+02 -0.117223508967E+03 -0.194012904967E+03 -0.126858623083E+03
  0.197884293405E+02 -0.323875417242E+02 -0.411769566784E+03 -0.644231039517E+02 -0.257475810107E+03 -0.209344445750E+04 -0.150379472918E+04 -0.110637950953E+04 -0.103224142064E+03  0.307215581918E+01 -0.423287766306E+02 -0.115861239191E+03 -0.191467577324E+03 -0.124871946289E+03
  0.198325250204E+02 -0.318692686231E+02 -0.405672129836E+03 -0.616274391142E+02 -0.252139779114E+03 -0.208331852250E+04 -0.148693172405E+04 -0.110790143033E+04 -0.102018477876E+03  0.311153859932E+01 -0.418650564896E+02 -0.114514123117E+03 -0.188968442314E+03 -0.122917061438E+03
  0.198767276417E+02 -0.313582041643E+02 -0.399658604875E+03 -0.589052431001E+02 -0.246884881713E+03 -0.207300659090E+04 -0.147003372232E+04 -0.110941545605E+04 -0.100825674153E+03  0.314810935787E+01 -0.414062402081E+02 -0.113181961588E+03 -0.186514146288E+03 -0.120992125470E+03
  0.199210399577E+02 -0.308582111209E+02 -0.393727999395E+03 -0.562550881000E+02 -0.241710907799E+03 -0.206251014100E+04 -0.145310241456E+04 -0.111092109308E+04 -0.996453742394E+02  0.318169942588E+01 -0.409522026403E+02 -0.111864560798E+03 -0.184103332382E+03 -0.119096855890E+03
  0.199654647752E+02 -0.303551163296E+02 -0.387880558634E+03 -0.536753993004E+02 -0.236617764061E+03 -0.205183040139E+04 -0.143613945931E+04 -0.111241790922E+04 -0.984773498207E+02  0.321233127939E+01 -0.405028660625E+02 -0.110561666116E+03 -0.181734789269E+03 -0.117231511815E+03
  0.200100049563E+02 -0.298683525565E+02 -0.382114471418E+03 -0.511644411014E+02 -0.231605484661E+03 -0.204096832848E+04 -0.141914647989E+04 -0.111390553958E+04 -0.973215140532E+02  0.324023800810E+01 -0.400582045963E+02 -0.109272956876E+03 -0.179407463896E+03 -0.115395277923E+03
  0.200546634214E+02 -0.293920630377E+02 -0.376427940309E+03 -0.487205678254E+02 -0.226674015718E+03 -0.202992496479E+04 -0.140212513548E+04 -0.111538354398E+04 -0.961777851911E+02  0.326570402268E+01 -0.396181761458E+02 -0.107998159755E+03 -0.177120243663E+03 -0.113587312233E+03
  0.200994431456E+02 -0.289246128779E+02 -0.370820231459E+03 -0.463423555087E+02 -0.221823090930E+03 -0.201870157755E+04 -0.138507714491E+04 -0.111685132327E+04 -0.950460768602E+02  0.328909696341E+01 -0.391826986406E+02 -0.106737110776E+03 -0.174871883164E+03 -0.111807265262E+03
  0.201443471489E+02 -0.284584740898E+02 -0.365290079457E+03 -0.440284166223E+02 -0.217052413430E+03 -0.200729946309E+04 -0.136800427313E+04 -0.111830832712E+04 -0.939262572760E+02  0.331063551212E+01 -0.387516822813E+02 -0.105489636273E+03 -0.172661167828E+03 -0.110054646108E+03
  0.201893784974E+02 -0.280000437503E+02 -0.359835621336E+03 -0.417774284322E+02 -0.212361641748E+03 -0.199571992523E+04 -0.135090835863E+04 -0.111975432633E+04 -0.928180039951E+02  0.332985549971E+01 -0.383250271578E+02 -0.104255463274E+03 -0.170487116858E+03 -0.108328808244E+03
  0.202345403038E+02 -0.275558219833E+02 -0.354456103623E+03 -0.395880605276E+02 -0.207750422434E+03 -0.198396426926E+04 -0.133379127125E+04 -0.112118912828E+04 -0.917209737671E+02  0.334621148779E+01 -0.379026321322E+02 -0.103034305082E+03 -0.168348797518E+03 -0.106629698994E+03
  0.202798357306E+02 -0.271181648487E+02 -0.349151196383E+03 -0.374588361051E+02 -0.203218353242E+03 -0.197203378866E+04 -0.131665478550E+04 -0.112261217030E+04 -0.906350867822E+02  0.336003032802E+01 -0.374844123010E+02 -0.101825989715E+03 -0.166245213874E+03 -0.104957360828E+03
  0.203252679908E+02 -0.266852468063E+02 -0.343919490499E+03 -0.353882140517E+02 -0.198765007079E+03 -0.195992977588E+04 -0.129950065459E+04 -0.112402271080E+04 -0.895603912338E+02  0.337205322649E+01 -0.370702942021E+02 -0.100630398428E+03 -0.164175338608E+03 -0.103310667793E+03
  0.203708403507E+02 -0.262538990659E+02 -0.338759355736E+03 -0.333749629319E+02 -0.194389895710E+03 -0.194765357565E+04 -0.128233079537E+04 -0.112542025623E+04 -0.884968381612E+02  0.338250554331E+01 -0.366602684658E+02 -0.994473323027E+02 -0.162138249796E+03 -0.101688536400E+03
  0.204165561315E+02 -0.258387893814E+02 -0.333669406245E+03 -0.314181192072E+02 -0.190092476418E+03 -0.193520658033E+04 -0.126514727398E+04 -0.112680452947E+04 -0.874442908041E+02  0.339115716513E+01 -0.362543805700E+02 -0.982765220128E+02 -0.160133116464E+03 -0.100090775617E+03
  0.204624187112E+02 -0.254288377590E+02 -0.328648848274E+03 -0.295165221353E+02 -0.185872163840E+03 -0.192259016205E+04 -0.124795207728E+04 -0.112817513847E+04 -0.864025502000E+02  0.339789931093E+01 -0.358525871307E+02 -0.971177489438E+02 -0.158159076848E+03 -0.985172095040E+02
  0.205084315273E+02 -0.250252351732E+02 -0.323697423704E+03 -0.276687123870E+02 -0.181728310909E+03 -0.190980565888E+04 -0.123074705151E+04 -0.112953151551E+04 -0.853713308822E+02  0.340282478909E+01 -0.354547114711E+02 -0.959708729696E+02 -0.156215223356E+03 -0.969675356022E+02
  0.205545980783E+02 -0.246200779318E+02 -0.318813254218E+03 -0.258732895828E+02 -0.177660261118E+03 -0.189685443375E+04 -0.121353417291E+04 -0.113087309451E+04 -0.843504098397E+02  0.340603318279E+01 -0.350606158281E+02 -0.948357338284E+02 -0.154300697084E+03 -0.954415267123E+02
  0.206009219298E+02 -0.242313973144E+02 -0.313993953337E+03 -0.241290716366E+02 -0.173667345568E+03 -0.188373790303E+04 -0.119631569873E+04 -0.113219936242E+04 -0.833397323506E+02  0.340760071481E+01 -0.346702827320E+02 -0.937121090712E+02 -0.152414777252E+03 -0.939388713206E+02
  0.206474067259E+02 -0.238471943543E+02 -0.309240071052E+03 -0.224349852101E+02 -0.169748877364E+03 -0.187045748307E+04 -0.117909395774E+04 -0.113350980184E+04 -0.823392581986E+02  0.340761192173E+01 -0.342836976710E+02 -0.925997983533E+02 -0.150556743514E+03 -0.924585445110E+02
  0.206940561932E+02 -0.234696602848E+02 -0.304551918251E+03 -0.207902871246E+02 -0.165904112097E+03 -0.185701453734E+04 -0.116187128003E+04 -0.113480387896E+04 -0.813489075425E+02  0.340619299118E+01 -0.339007899519E+02 -0.914987258376E+02 -0.148725823267E+03 -0.909997859100E+02
  0.207408741445E+02 -0.230895215609E+02 -0.299926795183E+03 -0.191941715749E+02 -0.162132283726E+03 -0.184341042716E+04 -0.114464999992E+04 -0.113608103939E+04 -0.803685725048E+02  0.340345503921E+01 -0.335214772400E+02 -0.904088072955E+02 -0.146921236316E+03 -0.895630850226E+02
  0.207878644824E+02 -0.227247326850E+02 -0.295363016426E+03 -0.176450194551E+02 -0.158432595882E+03 -0.182964653577E+04 -0.112743227819E+04 -0.113734068005E+04 -0.793980353986E+02  0.339935138195E+01 -0.331456915210E+02 -0.893297296589E+02 -0.145142275081E+03 -0.881484359206E+02
  0.208350312026E+02 -0.223655610575E+02 -0.290860779292E+03 -0.161410143852E+02 -0.154804236857E+03 -0.181572426029E+04 -0.111022026600E+04 -0.113858217167E+04 -0.784370512892E+02  0.339379221796E+01 -0.327733746361E+02 -0.882611220686E+02 -0.143388256459E+03 -0.867549639931E+02
  0.208823783982E+02 -0.220030455949E+02 -0.286419801969E+03 -0.146814364509E+02 -0.151246391044E+03 -0.180164498018E+04 -0.109301635086E+04 -0.113980488956E+04 -0.774855141773E+02  0.338683571339E+01 -0.324045133597E+02 -0.872028869161E+02 -0.141658529340E+03 -0.853820954156E+02
  0.209299102637E+02 -0.216548752563E+02 -0.282039221085E+03 -0.132660926557E+02 -0.147758232544E+03 -0.178741006982E+04 -0.107582308320E+04 -0.114100820458E+04 -0.765433880372E+02  0.337861723805E+01 -0.320391134425E+02 -0.861550640289E+02 -0.139952456658E+03 -0.840295027526E+02
  0.209776310991E+02 -0.213111857491E+02 -0.277717247857E+03 -0.118939709694E+02 -0.144338871974E+03 -0.177302087035E+04 -0.105864314491E+04 -0.114219148969E+04 -0.756105739018E+02  0.336922944595E+01 -0.316771081138E+02 -0.851175602492E+02 -0.138269420610E+03 -0.826968948552E+02
  0.210255453143E+02 -0.209741505053E+02 -0.273452268085E+03 -0.105634768118E+02 -0.140987372342E+03 -0.175847870374E+04 -0.104147932988E+04 -0.114335410892E+04 -0.746869264193E+02  0.335873180852E+01 -0.313183796892E+02 -0.840901836710E+02 -0.136608815607E+03 -0.813839525252E+02
  0.210736574333E+02 -0.206335897115E+02 -0.269243879047E+03 -0.927354274112E+01 -0.137702835317E+03 -0.174378489813E+04 -0.102433439490E+04 -0.114449530836E+04 -0.737723096806E+02  0.334714626139E+01 -0.309628638772E+02 -0.830727394333E+02 -0.134970058259E+03 -0.800902694248E+02
  0.211219720804E+02 -0.203066794530E+02 -0.265091692114E+03 -0.802360480340E+01 -0.134484398544E+03 -0.172894079400E+04 -0.100721107685E+04 -0.114561422153E+04 -0.728665979167E+02  0.333446123501E+01 -0.306105471920E+02 -0.820650326856E+02 -0.133352586086E+03 -0.788156420834E+02
  0.211704939679E+02 -0.199836391741E+02 -0.260995067854E+03 -0.681294367111E+01 -0.131331160804E+03 -0.171394769616E+04 -0.990112263608E+03 -0.114671000599E+04 -0.719696694460E+02  0.332070168554E+01 -0.302613947259E+02 -0.810668899572E+02 -0.131755854726E+03 -0.775600677780E+02
  0.212192278968E+02 -0.196664260448E+02 -0.256952925712E+03 -0.564063782736E+01 -0.128242174338E+03 -0.169880686642E+04 -0.973041012689E+03 -0.114778185418E+04 -0.710814068998E+02  0.330593650474E+01 -0.299153444154E+02 -0.800781627251E+02 -0.130179340491E+03 -0.763228152467E+02
  0.212681787597E+02 -0.193462193236E+02 -0.252964019338E+03 -0.450573701099E+01 -0.125216475641E+03 -0.168351959758E+04 -0.956000490830E+03 -0.114882893629E+04 -0.702016921869E+02  0.329023864660E+01 -0.295723318833E+02 -0.790987022996E+02 -0.128622511734E+03 -0.751029615764E+02
  0.213173515431E+02 -0.190388781052E+02 -0.249027576339E+03 -0.340727238002E+01 -0.122253086972E+03 -0.166808721981E+04 -0.938993976250E+03 -0.114985039430E+04 -0.693304063892E+02  0.327368257041E+01 -0.292322924235E+02 -0.781283593732E+02 -0.127084827464E+03 -0.739008310116E+02
  0.213667513288E+02 -0.187348524709E+02 -0.245143164965E+03 -0.234433285800E+01 -0.119351062647E+03 -0.165251105816E+04 -0.922024905053E+03 -0.115084525024E+04 -0.684674448684E+02  0.325632450422E+01 -0.288951939112E+02 -0.771670420734E+02 -0.125565780817E+03 -0.727167401263E+02
  0.214163832968E+02 -0.184350791366E+02 -0.241310732323E+03 -0.131610583861E+01 -0.116509511943E+03 -0.163679241134E+04 -0.905096897852E+03 -0.115181235879E+04 -0.676127247219E+02  0.323819179517E+01 -0.285610531133E+02 -0.762147447533E+02 -0.124064921262E+03 -0.715502223310E+02
  0.214662527269E+02 -0.181343298714E+02 -0.237529196730E+03 -0.321867463961E+00 -0.113727498685E+03 -0.162093255812E+04 -0.888213679817E+03 -0.115275058690E+04 -0.667661421538E+02  0.321928475018E+01 -0.282298411457E+02 -0.752713831090E+02 -0.122581787219E+03 -0.704005710392E+02
  0.215163650006E+02 -0.178444751379E+02 -0.233796624550E+03  0.638970915830E+00 -0.111004013792E+03 -0.160493273042E+04 -0.871379063957E+03 -0.115365885796E+04 -0.659275572897E+02  0.319956463811E+01 -0.279014493850E+02 -0.743367345748E+02 -0.121115896646E+03 -0.692670564911E+02
